3773;Ханты-Мансийский АО - Югра;Приобье - Горноправдинск - Курган;584;"ООО ""Северавтотранс""";27.10.2011;86-00;Курганская обл;45
3774;Курганская обл;Катайск - Екатеринбург;543;"ООО ""Катайская транспортная компания""";01.11.2011;45-17;Свердловская обл;66
3775;Курганская обл;Катайск - Челябинск;645;"ООО ""Катайская транспортная компания""";01.11.2011;45-17;Челябинская обл;74
3776;Курганская обл;Катайск - Каменск-Уральский;333;"ООО ""Катайская транспортная компания""";01.11.2011;45-17;Свердловская обл;66
3777;Пермский край;Пермь - Набережные Челны;980;"ИП ""Никитина Т.Ю.""";30.09.2011;59-19;Республика Татарстан;16
3778;Пермский край;Пермь - Ижевск;981;"ИП ""Никитина Т.Ю.""";30.09.2011;59-19;Удмуртская Республика;18
3779;Нижегородская обл;Нижний Новгород - Шарья;940;"ИП ""Золотухин А.С.""";02.11.2011;52-28;Костромская обл;44
3780;Нижегородская обл;Нижний Новгород - Кострома;733;"ИП ""Золотухин А.С.""";02.11.2011;52-28;Костромская обл;44
3781;Брянская обл;Новозыбков - Орел;768;"ИП ""Рафеенко В.П.""";02.11.2011;32-20;Орловская обл;57
3782;Волгоградская обл;Волжский - Владикавказ;578;"МУП ""Волжская автоколонна № 1732"", ООО ""МежАвто""";02.11.2011;34-31;Республика Северная Осетия-Алания;15
3783;Ханты-Мансийский АО - Югра;Ханты - Мансийск - Горноправдинск - Тобольск;586;"ОАО ""Ханты-Мансийское АТП""";02.11.2011;86-00;Курганская обл;45
3784;Ханты-Мансийский АО - Югра;Ханты - Мансийск - Горноправдинск - Екатеринбург;916;"ОАО ""Ханты-Мансийское АТП""";02.11.2011;86-00;Свердловская обл;66
3785;Пермский край;Пермь - Афанасьево;325;"ИП ""Никитина Т.Ю.""";03.11.2011;59-19;Кировская область;43
3786;Пермский край;Пермь - Афанасьево;325;"ИП ""Никитин Ю.И.""";03.11.2011;59-06;Кировская область;43
3787;Пермский край;Пермь - Афанасьево;325;"ИП ""Никитина А.А.""";03.11.2011;59-18;Кировская область;43
3788;Тюменская обл;Тюмень - Тавда;780;"ИП ""Величко Ю.Д.""";24.10.2011;72-09;Свердловская обл;66
3789;Пензенская обл;Пенза - Тамбов;643;"ИП ""Белошапко В.А.""";24.10.2011;58-32;Тамбовская обл;68
3790;Кабардино-Балкарская Республика;Нальчик - Буденновск;270;"ИП ""Бейтуганов М.С.""";03.11.2011;07-15;Ставропольский край;26
3791;Ставропольский край;Ставрополь - Учкекен;709;"ООО ""Авто-Реал"", ИП ""Осипова А.С.""";03.11.2011;26-148;Карачаево-Черкесская Республика;9
3792;Ставропольский край;Ставрополь - Учкекен;710;"ООО ""Реал-Авто"", ИП ""Осипова А.С.""";03.11.2011;26-149;Карачаево-Черкесская Республика;9
3793;Ленинградская обл;"п.Мурино, ст. метро ""Девяткино"" - Санкт-Петербург - п.Каменка";827;"ООО ""НеваТранс""";11.11.2011;47-18;Санкт-Петербург;78
3794;Краснодарский край;Краснодар - Пятигорск;973;"ООО ""ЮгАвтотранзит Плюс""";11.11.2011;23-112;Ставропольский край;26
3795;Республика Алтай;с.Усть-Кокса - г. Горно-Алтайск - г.Барнаул;910;"ИП ""Слаутин А.А."", ООО ""Автоколонна №9""";11.11.2011;04-09;Алтайский край;22
3796;Липецкая обл;Хлевное - Воронеж;512;"ИП ""Ларин В.И.""";15.11.2011;48-32;Воронежская обл;36
3797;Костромская обл;Шарья - Нижний Новгород;940;"ИП ""Царицын А.Н.""";18.11.2011;44-15;Нижегородская обл;52
3798;Республика Северная Осетия-Алания;Владикавказ - Лазаревское;174;"ООО ""Алания Автотранс""";18.11.2011;15-23;Краснодарский край;23
3799;Астраханская обл;Астрахань - Лагань;577;"ИП ""Гуськов В.В.""";18.11.2011;30-20;Республика Калмыкия;8
3800;Ростовская обл;Заветное - Волгоград;975;Заветинское АТП;21.11.2011;61-10;Волгоградская обл;34
3801;Омская обл;Омск - Ханты-Мансийск;501;"ИП ""Коробейников Д.Н.""";23.11.2011;55-02;Ханты-Мансийский АО;86
3802;Ханты-Мансийский АО - Югра;Ханты-Мансийск - Тюмень;800;"ИП ""Дадашов А.Н.""";23.11.2011;86-07;Тюменская обл;72
3803;Астраханская обл;Астрахань - Минеральные Воды - Кисловодск;583;"ГП ""Пассажирское автотранспортное предприятие №3""";25.11.2011;30-07;Ставропольский край;26
3804;Ставропольский край;Кисловодск - Минеральные Воды - Астрахань;583;"ООО ""Кисловодский автовокзал""";25.11.2011;26-150;Астраханская обл;30
3805;Ставропольский край;Кисловодск - Анапа;215;"ООО ""Кисловодский автовокзал""";25.11.2011;26-150;Краснодарский край;23
3806;Ставропольский край;Кисловодск - Геленджик;843;"ООО ""Кисловодский автовокзал""";25.11.2011;26-150;Краснодарский край;23
3807;Ставропольский край;Кисловодск - Владикавказ;202;"ООО ""Кисловодский автовокзал""";25.11.2011;26-150;Краснодарский край;23
3808;Кабардино-Балкарская Республика;Залукокоаже - Горячеводск;219;"ООО ""Транссервис Нальчик""";25.11.2011;07-16;Ставропольский край;26
3809;Ставропольский край;Ставрополь - Волгоград;879;"ООО ""Беркут"", ИП ""Гончаров О.И.""";28.11.2011;26-103;Волгоградская обл;34
3810;Вологодская обл;Вытегра - Петрозаводск;569;"ООО ""Вытегорское ПАТП""";29.11.2011;35-23;Республика Карелия;10
3811;Тульская обл;Донской - Москва (Новоясеневская);968;"ООО ""Междугородная транспортная компания-4""";01.12.2011;71-67;Москва;77
3812;Тульская обл;Алексин - Москва (Новоясеневская);970;"ООО ""Междугородная транспортная компания-1""";01.12.2011;71-70;Москва;77
3813;Тульская обл;Ефремов - Москва (Новоясеневская);967;"ООО ""Междугородная транспортная компания-3""";01.12.2011;71-68;Москва;77
3814;Тульская обл;Киреевск - Москва (Новоясеневская);993;"ООО ""Междугородная транспортная компания-3""";01.12.2011;71-68;Москва;77
3815;Тульская обл;Кимовск - Москва (Новоясеневская);969;"ООО ""Междугородная транспортная компания-3""";01.12.2011;71-68;Москва;77
3816;Ленинградская обл;с. Копорье - пос. Мурино;816;"ООО ""Ломоносовская районная транспортная компания";29.11.2011;47-18;Ленинградская обл;47
3817;Ленинградская обл;пос. Жилгородок - пос. Мурино;861;"ООО ""Ломоносовская районная транспортная компания";29.11.2011;47-18;Ленинградская обл;47
3818;Московская обл;ст.Реутово - ст. Люберцы - Котельники ( ТЦ Мега Белая Дача);940;"ООО ""Альфа-Мобил М""";22.11.2011;77-68;Москва;77
3819;Московская обл;ст. Реутово - Люберцы (115кв.) - Котельники (ТЦ Мега Белая Дача);941;"ООО ""Альфа-Мобил М""";22.11.2011;77-68;Москва;77
3820;Москва;Москва (м/р Некрасовка) - Котельники (ТЦ Мега Белая Дача) - Москва (м. Братиславская);942;"ООО ""Альфа Мобил-М""";22.11.2011;77-68;Москва;77
3821;Московская обл;Октябрьский (м/р Западный) - Котельники (ТЦ Мега Белая Дача) - Москва (м. Братиславская);943;"ООО ""Альфа-Мобил М""";22.11.2011;77-68;Москва;77
3822;Московская обл;Химки (АШАН) - Москва (ул. Фомичевой);946;"ООО ""Альфа-Мобил М""";22.11.2011;77-68;Москва;77
3823;Московская обл;Химки (ул. Панфилова) - Москва (Северный речной вокзал);947;"ООО ""Альфа-Мобил М""";22.11.2011;77-68;Москва;77
3824;Тульская обл;Суворов - Москва (Новоясеневская)992;992;"ООО ""Междугородная транспортная компания-1""";01.12.2011;71-70;Москва;77
3825;Тульская обл;Куркино - Москва (Новоясеневская);990;"ООО ""Междугородная транспортная компания-2""";01.12.2011;71-69;Москва;77
3826;Нижегородская обл;Сокольское - Иваново;580;Сокольское ПАП;05.12.2011;52-05;Ивановская обл;37
3827;Оренбургская обл;Оренбург - Уфа - Пермь;977;"ООО ""Кванта""";05.12.2011;56-16;Пермский край;59
3828;Оренбургская обл;Первомайский - Самара;808;"ИП ""Меняйло С.Ф.""";05.12.2011;56-28;Самарская обл;63
3829;Ленинградская обл;Приморск - Санкт-Петербург;830;"ООО ""Северо-Западные линии""";14.07.2011;47-16;Санкт-Петербург;78
3830;Орловская обл;Орел - Тамбов;503;"ИП ""Хуткин Д.Е.""";12.12.2011;57-18;Тамбовская обл;68
3831;Орловская обл;Дмитровск - Москва (Новоясеневская);504;"ИП ""Карпов В.В.""";12.12.2011;57-19;Москва;77
3832;Орловская обл;Колпна - Москва (Новоясеневская);506;"ИП ""Карпов В.В.""";12.12.2011;57-19;Москва;77
3833;Орловская обл;Хотынец - Москва (Новоясеневская);508;"ИП ""Карпов В.В.""";12.12.2011;57-19;Москва;77
3834;Республика Калмыкия;Элиста - Москва (Новоясеневская);555;"ООО ""Аранзал Экспресс"" и ООО ""Экспресс-Тур""";12.12.2011;08-28;Москва;77
3835;Ростовская обл;Волгодонск - Анапа;101;"ООО ""ДонАвто""";14.12.2011;61-34;Краснодарский край;23
3836;Ростовская обл;Ростов-на-Дону - Москва (Орехово);777;"ООО ""Надежда""";16.12.2011;61-77;Москва;77
3837;Санкт-Петербург;Санкт-Петербург - Валдай;950;"ИП ""Кулик В.В.""";12.12.2011;78-09;Новгородская обл;53
3838;Санкт-Петербург;Санкт-Петербург - Демянск;951;"ИП ""Кулик В.В.""";12.12.2011;78-09;Новгородская обл;53
3839;Нижегородская обл;Нижний Новгород - Рязань;695;"ООО ""АТП""";12.12.2011;53-24;Рязанская обл;62
3840;Нижегородская обл;Нижний Новгород - Кострома;945;"ООО ""АТП""";12.12.2011;53-24;Костромская обл;44
3841;Владимирская обл;Ставрово - Москва (Щелковский АВ);910;"ИП ""Князев В.А.""";16.12.2011;33-37;Москва;77
3842;Нижегородская обл;Нижний Новгород - Саранск;530;"ООО ""АТП""";12.12.2011;53-24;Республика Мордовия;13
3843;Нижегородская обл;Нижний Новгород - Кемля;665;"ООО ""Рейс-НН""";19.12.2011;52-29;Республика Мордовия;13
3844;Псковская обл;Ляды - Санкт-Петербург;979;"ИП ""Носов В.М.""";22.12.2011;60-16;Санкт-Петербург;78
3845;Белгородская обл;Белгород - Саратов;661;"ООО ""БПП Рейс""";22.12.2011;31-43;Саратовская обл;64
3846;Ярославская обл;Ярославль - Иваново;527;"ИП ""Фомин А.С.""";26.12.2011;76-23;Ивановская обл;37
3847;Кабардино-Балкарская Республика;Прохладный - Кисловодск;335;"ИП ""Кобзева И.Л.""";26.12.2011;07-17;Ставропольский край;26
3848;Ульяновская обл;Ульяновск - Тат. Городище;513;"ИП ""Кузьмина Н.В.""";26.12.2011;73-43;Республика Татарстан;16
3849;Удмуртская Республика;Воткинск - Набережные Челны;376;"ИП ""Плехов В.Л.""";29.12.2011;18-25;Республика Татарстан;16
3850;Алтайский край;Барнаул - Новосибирск;575;"ООО ""Пассажирские перевозки""";29.12.2011;22-62;Новосибирская обл;54
3851;Алтайский край;Барнаул - Новосибирск - Томск;641;"ООО ""Пассажирские перевозки""";29.12.2011;22-62;Томская обл;70
3852;Самарская обл;Самара - Первомайский;672;"ОАО ""Автовокзалы и Автостанции Самарской области""";23.12.2011;63-12;Оренбургская обл;56
3853;Самарская обл;Самара - Курманаевка;673;"ОАО ""Автовокзалы и Автостанции Самарской области""";23.12.2011;63-12;Оренбургская обл;56
3854;Самарская обл;Самара - Киров;904;"ОАО ""Автовокзалы и Автостанции Самарской области""";23.12.2011;63-12;Кировская область;43
3855;Самарская обл;Самара - Чебоксары;651;"ОАО ""Автовокзалы и Автостанции Самарской области""";23.12.2011;63-12;Чувашская Республика;21
3856;Пензенская обл;Пенза - Москва (Красногвардейская);555;"ИП ""Поляков А.В.""";26.12.2011;58-30;Москва;77
3857;Пензенская обл;Пенза - Сердобск - Москва;777;"ИП ""Поляков А.В.""";26.12.2011;58-30;Москва;77
3858;Самарская обл;Самара - Курлин;671;"ОАО ""Автовокзалы и Автостанции Самарской области""";23.12.2011;63-12;Оренбургская обл;56
3859;Орловская обл;Орел - Брянск;615;"ИП ""Барсуков А.И.""";13.01.2012;57-20;Брянская обл;32
3860;Саратовская обл;Саратов - Самара;720;"ИП ""Черкасова М.В.""";16.01.2012;64-17;Самарская обл;63
3861;Республика Марий Эл;Йошкар-Ола - Самара;660;"ИП ""Васильев Б.Л.""";16.01.2012;12-27;Самарская обл;63
3862;Ленинградская обл;п. Рощино - г. Санкт-Петербург;680;"ООО ""Промсоюз""";17.01.2012;47-19;Санкт-Петербург;78
3863;Брянская обл;Брянск - Москва (Новоясеневский тупик, вл. 4);530;"ООО ""Светлана""";17.01.2012;32-10;Москва;77
3864;Самарская обл;Самара - Нижний Новгород;835;"ОАО ""Автовокзалы и Автостанции Самарской области""";17.08.2011;63-12;Нижегородская обл;52
3865;Кабардино-Балкарская Республика;Нальчик - Теберда;220;"ООО Туристическая фирма ""Домбай-Тур""";24.01.2012;07-18;Карачаево-Черкесская Республика;9
3866;Ставропольский край;Зеленокумск - Хасавюрт;518;"ООО ""Экспресс"", ИП ""Садулаев И.С."" и ДГУП ""Дагестанавтотранс""";24.01.2012;26-151;Республика Дагестан;5
3867;Ставропольский край;Невинномысск  - Теберда;233;"ИП ""Калиберда В.А.""";24.01.2012;26-121;Карачаево-Черкесская Республика;9
3868;Ставропольский край;Ставрополь - Майкоп;989;"ИП ""Зайцев С.Н."", ИП ""Бондаренко О.Н."" и ИП ""Голота А.А.""";24.01.2012;26-152;Республика Адыгея;1
3869;Ростовская обл;Ростов-на-Дону - Астрахань;521;"ИП ""Коробов С.О.""";30.01.2012;61-62;Астраханская обл;30
3870;Ярославская обл;Рыбинск - Москва (Щелковский АВ);972;"ЗАО ""Бус Трэвел""";01.02.2012;76-22;Москва;77
3871;Ставропольский край;Ставрополь - Учкекен;990;"ИП ""Табачков А.Н.""";01.02.2012;26-153;Карачаево-Черкесская Республика;9
3872;Ставропольский край;Ставрополь - Учкекен;990;"ИП ""Лосева А.А.""";01.02.2012;26-154;Карачаево-Черкесская Республика;9
3873;Ставропольский край;Ставрополь - Учкекен;990;"ИП ""Чернова П.К.""";01.02.2012;26-155;Карачаево-Черкесская Республика;9
3874;Ханты-Мансийский АО - Югра;Ханты-Мансийск - Челябинск;960;"ИП ""Пранник В.В.""";06.02.2012;86-03;Челябинская обл;74
3875;Нижегородская обл;Заволжье - Москва (Щелковский АВ);995;"ИП ""Золотухин А.С.""";06.02.2012;52-28;Москва;77
3876;Тамбовская обл;Тамбов - Саратов;532;"ИП ""Ахметов М.Р.""";06.02.2012;68-11;Саратовская обл;64
3877;Тверская обл;Торжок - Санкт-Петербург;500;"ОАО ""Торжокское автотранспортное предприятие""";16.01.2012;69-21;Санкт-Петербург;78
3878;Пензенская обл;Пенза - Москва (Щелковский АВ);984;"ИП ""Выхристюк И.А.""";09.02.2012;58-33;Москва;77
3879;Республика Дагестан;Дербент - Воронеж;850;"Махачкалинская автоколонна № 1736, ОАО ""Автовокзал"", ИП ""Ялбабаев Я.С.""";09.02.2012;05-60;Воронежская обл;36
3880;Астраханская обл;Астрахань - Грозный;502;"ИП ""Давлетов А.М.""";09.02.2012;30-21;Чеченская Республика;20
3881;Воронежская обл;Воронеж - Краснодар;880;"ИП ""Байрамова О.В.""";15.02.2012;36-33;Краснодарский край;23
3882;Татарстан;Казань - Чебоксары;633;"ИП ""Филиппов В.В.""";15.02.2012;16-84;Чувашская Республика;21
3883;Красноярский край;Красноярск - Новосибирск;796;"ООО ""Тин""";15.02.2012;24-04;Новосибирская обл;54
3884;Омская обл;Омск - Нефтеюганск;505;"ИП ""Коробейников Д.Н.""";15.02.2012;55-02;Ханты-Мансийский АО;86
3885;Самарская обл;Сызрань - Ульяновск;524;"ИП ""Козулина Е.Н.""";16.02.2012;63-22;Ульяновская обл;73
3886;Чувашская Республика;Новочебоксарск - Москва (Щелковский АВ);578;"ИП ""Андреев Ю.М.""";22.02.2012;21-30;Москва;77
3887;Чувашская Республика;Новочебоксарск - Москва (Щелковский АВ);578;"ИП ""Горшков Г.Е.""";22.02.2012;21-29;Москва;77
3888;Тульская обл;Тула - Рязань;207;"ООО ""Эйдос ТурАвто""";22.02.2012;71-71;Рязанская обл;62
3889;Тульская обл;Тула - Калуга;260;"ООО ""Эйдос ТурАвто""";22.02.2012;71-71;Калужская обл;40
3890;Республика Адыгея;Майкоп - Геленджик;439;ООО Майкопавтотурист, ИП Близняк Р.Г., ИП Глушко А.В.;22.02.2012;01-28;Краснодарский край;23
3891;Белгородская обл;Белгород - Курск ч/з Строитель;505;"ООО ""Белкомтранс""";22.02.2012;31-47;Курская обл;46
3892;Белгородская обл;Белгород - Ростов-на-Дону;525;"ООО ""Белкомтранс""";22.02.2012;31-47;Ростовская обл;61
3893;Нижегородская обл;Павлово - Нижний Новгород - Москва (Щелковский АВ);917;"ООО ""АТП""";17.02.2012;53-24;Москва;77
3894;Нижегородская обл;Нижний Новгорд - Москва (Щелковский АВ);915;"ООО ""АТП""";17.02.2012;53-24;Москва;77
3895;Нижегородская обл;Нижний Новгород - Йошкар-Ола;715;"ООО ""АТП""";17.02.2012;53-24;Республика Марий Эл;12
3896;Нижегородская обл;Нижний Новгород - Чебоксары;501;"ООО ""АТП""";17.02.2012;53-24;Чувашская Республика;21
3897;Чувашская Республика;Новочебоксарск - Сурское;515;"ООО ""Альбатрос""";14.02.2012;21-59;Ульяновская обл;73
3898;Республика Адыгея;Вольное - Лабинск;140;"ИП ""Иванков С.А.""";10.02.2012;01-29;Краснодарский край;23
3899;Тульская обл;Плавск - Москва (АС Красногвардейская);912;"ООО ""Междугородная транспортная компания-3""";13.02.2012;71-68;Москва;77
3900;Тульская обл;Кимовск - Москва (АС Красногвардейская);964;"ООО ""Междугородная транспортная компания-3""";13.02.2012;71-68;Москва;77
3901;Тульская обл;Липки - Бородино - Болохово - Шварц - Москва (АС Красногвардейская);960;"ООО ""Междугородная транспортная компания-3""";13.02.2012;71-68;Москва;77
3902;Тульская обл;Белёв - Орел;276;"ООО ""Перевозчик""";13.02.2012;71-66;Орловская обл;57
3903;Тульская обл;Донской - Москва (АС Красногвардейская);500;"ООО ""Междугородная транспортная компания-4""";13.02.2012;71-67;Москва;77
3904;Тульская обл;Венев - Москва (АС Красногвардейская);902;"ООО ""Междугородная транспортная компания-4""";13.02.2012;71-67;Москва;77
3905;Тульская обл;Богородицк - Москва (АС Красногвардейская);958;"ООО ""Междугородная транспортная компания-2""";13.02.2012;71-69;Москва;77
3906;Тульская обл;Куркино - Москва (АС Красногвардейская);960;"ООО ""Междугородная транспортная компания-2""";13.02.2012;71-69;Москва;77
3907;Республика Адыгея;Майкоп - Москва (Новоясеневская);535;"ИП ""Чебанов В.И.""";13.02.2012;01-33;Москва;77
3908;Республика Адыгея;Майкоп - Анапа;454;"ООО ""Трансавто""";27.02.2012;01-30;Краснодарский край;23
3909;Курская обл;Обоянь - Белгород - Курск;333;"ИП ""Горлов Н.В.""";27.02.2012;46-26;Курская обл;46
3910;Оренбургская обл;Бузулук - Тольятти;752;"ИП ""Семдянов С.А.""";27.02.2012;56-29;Самарская обл;63
3911;Краснодарский край;Крыловская - Ростов-на-Дону;102;"ИП ""Лях Ю.Г.""";29.02.2012;23-113;Ростовская обл;61
3912;Ульяновская обл;Ульяновск - Самара;518;"ИП ""Назаров Н.И.""";29.02.2012;73-75;Самарская обл;63
3913;Республика Башкортостан;Аскарово - Сибай;763;"ИП ""Апсалямов С.Р.""";29.02.2012;02-110;Республика Башкортостан;2
3914;Тюменская обл;Тюмень - Тавда;780;"ИП ""Корчевный Б.П.""";29.02.2012;72-10;Свердловская обл;66
3915;Ленинградская обл;"с. Копорье - Санкт-Петербург ст. метро ""Парнас""";820;"ООО ""АвтоТранспортное предприятие Барс-2""";05.03.2012;47-20;Санкт-Петербург;78
3916;Тамбовская обл;Тамбов - Воронеж;531;"ИП ""Ахметов М.Р.""";05.03.2012;68-11;Воронежская обл;36
3917;Тамбовская обл;Тамбов - Воронеж через Мордово;534;"ИП ""Ахметов М.Р.""";05.03.2012;68-11;Воронежская обл;36
3918;Республика Хакасия;г. Саяногорск - с. Сизая;114;"ИП ""Мартынов А.А.""";20.02.2012;19-12;Красноярский край;24
3919;Ставропольский край;Невинномысск - Отрадная - Ставрополь;991;"ИП ""Сбитнев А.П.""";13.03.2012;26-145;Ставропольский край;26
3920;Ставропольский край;Нефтекумск - Волгоград;236;"ИП ""Кержей А.В.""";13.03.2012;26-156;Волгоградская обл;34
3921;Чеченская Республика;Грозный - Кисловодск;522;"ООО ""Микроавто""";15.03.2012;95-03;Ставропольский край;26
3922;Ханты-Мансийский АО - Югра;Ханты - Мансийск - Горноправдинск - Тюмень;801;"ИП ""Дадашов А.Н.""";19.03.2012;86-07;Тюменская обл;72
3923;Ростовская обл;Ростов-на-Дону - Махачкала;832;"ИП ""Мамедов Т.А.""";19.03.2012;61-74;Республика Дагестан;5
3924;Тульская обл;Новомосковск - Узловая - Калуга;246;"ООО ""Тульские автобусные линии""";23.03.2012;71-72;Калужская обл;40
3925;Воронежская обл;Воронеж - Лиски - Белгород;245;"ООО ""Фаворит-Люкс-Транс""";23.03.2012;36-34;Белгородская обл;31
3926;Ивановская обл;Иваново - Тверь - В. Новгород - Санкт-Петербург;979;"ООО ""Южный транзит""";23.03.2012;37-29;Санкт-Петербург;78
3927;Волгоградская обл;Волгоград - Воронеж ;502;"ООО ""ТарКор""";12.03.2012;34-58;Воронежская обл;36
3928;Волгоградская обл;Волгоград - Пятигорск ;509;"ООО ""ТарКор""";12.03.2012;34-58;Ставропольский край;26
3929;Волгоградская обл;Волгоград - Тамбов;513;"ООО ""ТарКор""";12.03.2012;34-58;Тамбовская обл;68
3930;Республика Бурятия;Монды - Кырен - Иркутск ;780;"ИП ""Пежемский Н.Ю.""";14.03.2012;03-15;Иркутская обл;38
3931;Красноярский край;п. Краснокаменск - г. Абакан;684;"ИП ""Иожица Э.П.""";19.03.2012;24-42;Республика Хакасия;19
3932;Чеченская Республика;Грозный - Котельниково;525;"ИП ""Хадаев И.П.""";07.03.2012;95-04;Волгоградская обл;34
3933;Ставропольский край;Ставрополь - Красный Партизан;992;"ИП ""Золотухин А.А.""";26.03.2012;26-157;Республика Калмыкия;8
3934;Ставропольский край;Ставрополь - Зунда Толга;993;"ИП ""Соловьев М.С.""";26.03.2012;26-158;Республика Калмыкия;8
3935;Ставропольский край;Ставрополь - Южный ;994;"ИП ""Соловьев М.С.""";26.03.2012;26-158;Республика Калмыкия;8
3936;Ставропольский край;Кременчуг - Константиновское, АП - Георгиевск, АВ;816;"ООО Фермерское хозяйство ""Максим""";02.04.2012;26-159;Кабардино-Балкарская Республика;7
3937;Ставропольский край;Учкекен - Ессентуки - Суворовская - Ставрополь;730;"ООО ""Ставтехинвест""";02.04.2012;26-160;Карачаево-Черкесская Республика;9
3938;Ставропольский край;Ставрополь - Ессентуки - Учкекен (график 1);729;"ООО ""Ставтехинвест""";02.04.2012;26-160;Карачаево-Черкесская Республика;9
3939;Ставропольский край;Ставрополь - Ессентуки - Учкекен (график 2);731;"ООО ""Ставтехинвест""";02.04.2012;26-160;Карачаево-Черкесская Республика;9
3940;Ставропольский край;Ставрополь - Ессентуки - Учкекен (график 3);732;"ООО ""Ставтехинвест""";02.04.2012;26-160;Карачаево-Черкесская Республика;9
3941;Ставропольский край;Ставрополь - Кисловодск - Учкекен;733;"ООО ""Ставтехинвест""";02.04.2012;26-160;Карачаево-Черкесская Республика;9
3942;Смоленская обл;Стодолище - Москва ;703;"ИП ""Калинин В.А.""";28.03.2012;67-33;Москва;77
3943;Орловская обл;Ливны - Москва;778;"ИП ""Бедин Н.А.""";28.03.2012;57-21;Москва;77
3944;Владимирская обл;Владимир - Москва (Курский вокзал);555;"ООО ""Артель-В""";27.01.2005;77-02;Москва;77
3945;Белгородская обл;Белгород - Тамбов;755;"ИП ""Фатеев Д.Н.""";02.04.2012;31-31;Тамбовская обл;68
3946;Ставропольский край;Светлоград - Москва (АС Красногвардейская);757;"ИП ""Семенов А.В.""";05.04.2012;26-156;Москва;77
3947;Курская обл;Курск - Железногорск ч/з Тросну;999;"ООО ""АТЭЛ""";05.04.2012;46-26;Орловская обл;57
3948;Ставропольский край;Новопавловск, АВ-Залукокоаже, АП-Ставрополь;815;"ООО Фермерское хозяйство ""Максим""";05.06.2012;26-159;Кабардино-Балкарская Республика;7
3949;Воронежская обл;Эртиль - Липецк ;735;"ИП ""Панин Г.А.""";05.04.2012;36-14;Липецкая обл;48
3950;Тамбовская обл;Тамбов - Тула;533;"ИП ""Ахметов М.Р.""";05.04.2012;68-11;Тульская обл;71
3951;Тамбовская обл;Тамбов - Курск ;535;"ИП ""Ахметов М.Р.""";05.04.2012;68-11;Курская обл;46
3952;Кемеровская обл;Тяжин - Томск;628;Тяжинское ГАТП Кемеровской обл;02.04.2012;42-30;Томская обл;70
3953;Республика Калмыкия;Элиста - Москва - Санкт-Петербург;800;"ООО ""Аранзал Экспресс"" и ООО ""Экспресс-Тур""";10.04.2012;08-28;Санкт-Петербург;78
3954;Ставропольский край;Ставрополь - Южно-Сухокумск ;995;"ИП ""Креморенко Е.И.""";10.04.2012;26-127;Республика Дагестан;5
3955;Волгоградская обл;Волгоград - Ростов-на-Дону;508;"ООО ""ТарКор""";10.04.2012;34-58;Ростовская обл;61
3956;Тверская обл;Весьегонск - Бежецк - Санкт-Петербург;205;"ООО ""СТК ""Парус""";12.04.2012;69-13;Санкт-Петербург;78
3957;Курская обл;"Курск - Москва (Северная автостанция - автовокзал ""РЖД-Трансфер"")";544;"ИП ""Свинарева И.А.""";27.12.2011;46-18;Москва;77
3958;Курская обл;"Железногорск - Москва (Северная автостанция - автовокзал ""РЖД-Трансфер"")";777;"ИП ""Свинарева И.А.""";27.12.2011;46-18;Москва;77
3959;Кемеровская обл;Тяжин - Боготол;629;Тяжинское ГАТП Кемеровской обл;23.04.2012;42-30;Красноярский край;24
3960;Воронежская обл;Воронеж - Ульяновск ;770;"ИП ""Тюнина А.В.""";23.04.2012;36-23;Ульяновская обл;73
3961;Ставропольский край;Ставрополь - Каспийск;750;"ИП ""Гаджимагомедов С.Ф."", ИП ""Асельдеров С.З."" и ИП ""Айрапетян Р.А.""";23.04.2012;26-161;Республика Дагестан ;5
3962;Краснодарский край;Лабинск - Майский;202;"ИП ""Кондратюк А.В.""";23.04.2012;01-34;Республика Адыгея;1
3963;Кабардино-Балкарская Республика;Нальчик - Волгоград ;547;"МУП ""НальчикАвтобусТранс""";23.04.2012;07-19;Волгоградская обл;34
3964;Кабардино-Балкарская Республика;Нальчик - Астрахань;512;"МУП ""НальчикАвтобусТранс""";23.04.2012;07-19;Астраханская обл;30
3965;Ростовская обл;Ростов-на-Дону - Белгород;525;"ООО ""АвтоЭкспресс""";25.04.2012;61-39;Белгородская обл;31
3966;Республика Дагестан;Касумкент - Сочи;874-1;"ИП ""Ялбабаев Я.С.""";26.04.2012;05-61;Краснодарский край;23
3967;Республика Адыгея ;Сергиевское - Краснодар;717;"ИП ""Мартовецкий В.В.""";27.04.2012;01-31;Краснодарский край;23
3968;Ростовская обл;Волгодонск - Сочи;590;"ООО ""ПАТП №2""";10.05.2012;61-59;Краснодарский край;23
3969;Республика Дагестан;Мачачкала - Минеральные воды;819;Саранск - Новочебоксарск;10.05.2012;05-62;Ставропольский край;26
3970;Оренбургская обл;Оренбург - Нижний Новгород;900;"ООО ""Кванта""";10.05.2012;56-16;Нижегородская обл;52
3971;Орловская обл;Орел - Железногорск;603;"НП ""Гильдия перевозчиков Орловской области""";10.05.2012;57-22;Курская обл;46
3972;Татарстан;Казань - Ульяновск;632;"ИП ""Якупов Р.И.""";10.05.2012;16-85;Ульяновская обл;73
3973;Оренбургская обл;Саракташ - Исянгулово;984;"МУП ""Саракташское АТП""";10.05.2012;56-30;Республика Башкортостан;2
