1724;Ставропольский край;Кисловодск - Архипово-Осиповка;564;Евсеев О.В. И Бережнов С.В. ПБОЮЛ, А/Б Турист ЗАО;08.08.2007;26-72;Краснодарский край;23
1725;Челябинская обл ;Челябинск (ЮАВ) -а /э Кольцово - Екатеринбург (САВ);729;Четвертый АП  ООО,  Пятый АП  ООО,  Шестой АП  ООО;08.08.2007;66-11;Свердловская обл;66
1726;Челябинская обл ;Челябинск (ЮАВ) -Магнитогорск - Сибай;803;Четвертый АП  ООО,  Пятый АП  ООО,  Шестой АП  ООО;08.08.2007;74-37;Республика Башкортостан;2
1727;Карачаево-Черкесская Республика;Зеленчук - Ставрополь;506;Зеленчукавтотранс ОАО;09.08.2007;09-04;Ставропольский край;26
1728;Карачаево-Черкесская Республика;Зеленчук - Невиномыск;509;Зеленчукавтотранс ОАО;09.08.2007;09-05;Ставропольский край;26
1729;Карачаево-Черкесская Республика;Зеленчук - Ставрополь ч/з Эрсакон;640;Зеленчукавтотранс ОАО;09.08.2007;09-06;Ставропольский край;26
1730;Карачаево-Черкесская Республика;Зеленчук - Лабинск;505;Зеленчукавтотранс ОАО;09.08.2007;09-07;Краснодарский край;23
1731;Карачаево-Черкесская Республика;Зеленчук - Пятигорск;510;Зеленчукавтотранс ОАО;09.08.2007;09-08;Ставропольский край;26
1732;Алтайский край;Новокузнецк - Новосибирск - Яровое;733;Жаринова В.Н. ИП, Новокузнецкое ПАТП №1 ОАО;09.08.2007;22-36;Кемеровская обл;42
1733;Алтайский край;Кемерово - Новосибирск - Яровое;729;Жаринова В.Н. ИП, Кемеровская  АК №1237 ГП КО;09.08.2007;22-37;Кемеровская обл;42
1734;Самарская обл;Тольятти - Инза;781;Жигулевское АТП;31.03.2005;63-03-781;Ульяновская обл;73
1735;Тульская обл;Тула - Рязань;207;Эйдос ЗАО;15.08.2007;71-43;Рязанская обл;62
1736;Тульская обл;Тула - Калуга;260;Эйдос ЗАО;15.08.2007;40-02;Калужская обл;40
1737;Тамбовская обл;Бондари - Москва (Красногвардейская АС);551;Моршанское АТП ООО;15.08.2007;68-05;Москва;77
1738;Белгородская обл;Белгород - Липецк;509 н;Капустин Ю.В.;15.08.2007;48-17;Липецкая обл;48
1739;Псковская обл;Дедовичи - Санкт-Петербург;933;Дедовическое АП ГППО;15.08.2007;60-03;Санкт-Петербург;78
1740;Белгородская обл;Старый Оскол - Воронеж;726;Сафонов Е.Н. ИП;15.08.2007;31-03;Воронежская обл;36
1741;Самарская обл;Тольятти - Барыш;651;Авто-экспресс ООО;15.08.2007;63-11;Ульяновская обл;73
1742;Самарская обл;Тольятти - Павловка;800;Авто-экспресс ООО;15.08.2007;63-12;Ульяновская обл;73
1743;Самарская обл;Тольятти - Старая Кулатка;801;Авто-экспресс ООО;15.08.2007;63-13;Ульяновская обл;73
1744;Самарская обл;Тольятти - Балаково;802;Авто-экспресс ООО;15.08.2007;63-14;Саратовская обл;64
1745;Самарская обл;Тольятти - Саратов;803;Авто-экспресс ООО;15.08.2007;63-15;Саратовская обл;64
1746;Вологодская обл;Вологда - Кострома;562;Межгород авто ООО;16.08.2007;35-19;Костромская обл;44
1747;Республика Адыгея;Майкоп - Ставрополь;716;Тесленко А.Н. ИП,         Гулян П.Р. ИП,                    Толстов А.В.;16.08.2007;01-11;Ставропольский край;26
1748;Калужская обл;Калуга - Брянск;720;Экспресс - Авто ООО;17.08.2007;40-24;Брянская обл;32
1749;Калужская обл;Калуга - Брянск;720;Виктория Туртранссервис ООО;17.08.2007;40-24;Брянская обл;32
1750;Республика Калмыкия;Лагань - Астрахань;577;Харкебинов М. С. ИП;17.08.2007;08-16;Астраханская обл;30
1751;Волгоградская обл;Волгоград - Москва (Щелковский АВ);502;ЮгАвтоТранс ЗАО;22.08.2007;34-29;Москва;77
1752;Волгоградская обл;Ленинск - Капустин Яр;585;Щербаков А.В. ИП;22.08.2007;34-30;Астраханская обл;30
1753;Белгородская обл;Белгород - Курск;736;Кулаеев А.В. ИП;22.08.2007;46-01;Курская обл;46
1754;Ростовская обл;Волгодонск - Волжский;529;Волгодонское ПАП - 1 ООО;22.08.2007;34-26;Волгоградская обл;34
1755;Ростовская обл;Волгодонск - Краснодар;530;Волгодонское ПАП - 1 ООО;22.08.2007;61-41;Краснодарский край;23
1756;Ростовская обл;Волгодонск - Новороссийск;532;Волгодонское ПАП - 1 ООО;22.08.2007;61-43;Краснодарский край;23
1757;Ростовская обл;Волгодонск - Южный;533;Волгодонское ПАП - 1 ООО;22.08.2007;61-44;Волгоградская обл;34
1758;Ростовская обл;Волгодонск - Ставрополь;534;Волгодонское ПАП - 1 ООО;22.08.2007;61-45;Ставропольский край;26
1759;Ростовская обл;Волгодонск - Ейск;972;Волгодонское ПАП - 1 ООО;22.08.2007;23-23;Краснодарский край;23
1760;Республика Мордовия;Рузаевка - Саранск - Нижний Новгород;532;Кашин С.А. ИП;22.08.2007;52-12;Нижегородская обл;52
1761;Республика Мордовия;Саранск - Нижний Новгород;530;Кашин С.А. ИП;22.08.2007;52-13;Нижегородская обл;52
1762;Республика Мордовия;Саранск - Москва (Щелковский АВ);984;Кашин С.А. ИП;22.08.2007;13-03;Москва;77
1763;Чувашская Республика;Чебоксары - Москва (Красногвардейская);531;Коновалова Л.А. ИП;27.08.2007;21-37;Москва;77
1764;Ставропольский край;Кисловодск - Новороссийск - Геленджик;843;ПАТП №1 МУП;28.08.2007;26-73;Краснодарский край;23
1765;Ставропольский край;Кисловодск - Анапа;215;ПАТП №1 МУП;28.08.2007;26-74;Краснодарский край;23
1766;Ставропольский край;Кисловодск - Краснодар;219;ПАТП №1 МУП;28.08.2007;23-01;Краснодарский край;23
1767;Ставропольский край;Кисловодск - Владикавказ;202;ПАТП №1 МУП;28.08.2007;26-75;Республика Северная Осетия-Алания;15
1768;Белгородская обл;Белгород - Брянск;511;ИП Федотова Е.П.;28.08.2007;31-05;Брянская обл;32
1769;Брянская обл;Брянск - Белгород;511;Брянская автоколонна №1403 ГУП;28.08.2007;31-05;Белгородская обл;31
1770;Владимирская обл;Муром - Иваново;547;Муромское ПАТП-2 ООО,  Муромское ПАТП ОАО;28.08.2007;37-05;Ивановская обл;37
1771;Владимирская обл;Муром - Рязань;506;Муромское ПАТП-2 ООО,  Муромское ПАТП ОАО;28.08.2007;33-18;Рязанская обл;62
1772;Владимирская обл;Муром - Москва (Щелковский АВ);500;"ООО ""Круиз - АВТО""";01.11.2007;33-11-02;Москва;77
1773;Белгородская обл;Губкин - Воронеж;732;ИП Гладких Н.Д. ;31.08.2007;36-10;Воронежская обл;36
1774;Краснодарский край;Сочи - Махачкала;703;"ООО ""Банхоф"" ";31.08.2007;05-39;Республика Дагестан;5
1775;Краснодарский край;Полтавченское - Ростов-на-Дону;629;Кущевское ОАО;31.08.2007;23-33;Ростовская обл;61
1776;Астраханская обл;Астрахань - Кизляр;513;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-07;Республика Дагестан;5
1777;Астраханская обл;Астрахань - Воронеж;597;Пассажирское автопредприятие №3 ГПАО;05.09.2007;36-13;Воронежская обл;36
1778;Астраханская обл;Астахань - Сочи;807;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-08;Краснодарский край;23
1779;Астраханская обл;Астрахань - Анапа;605;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-09;Краснодарский край;23
1780;Астраханская обл;Астрахань - Новороссийск;588;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-10;Краснодарский край;23
1781;Астраханская обл;Астрахань - Казань;501;Пассажирское автопредприятие №3 ГПАО;05.09.2007;16-58;Республика Татарстан;16
1782;Астраханская обл;Астрахань - Таганрог;589;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-11;Ростовская обл;61
1783;Астраханская обл;Астрахань - Пятигорск;511;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-12;Ставропольский край;26
1784;Астраханская обл;Астрахань - Ростов - на - Дону;519;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-13;Ростовская обл;61
1785;Астраханская обл;Астрахань - Нальчик;512;Пассажирское автопредприятие №3 ГПАО;05.09.2007;30-14;Кабардино-Балкарская Республика;7
1786;Астраханская обл;Астрахань - Ставрополь;578;Пассажирское автопредприятие №3 ГПАО;05.09.2007;26-14;Ставропольский край;26
1787;Удмуртская Республика; Ижевск - Нижний Новгород;818; АТП-С ООО;12.10.2005;18-21;Нижегородская обл;52
1788;Вологодская обл;Череповец - Петрозаводск (ч/з Тихвин, Лодейное Поле);804;"МУП ""Череповецкая АК №1456""";18.09.2007;35-20;Республика Карелия;10
1789;Москва;Москва (Щелковский АВ) - Владикавказ;778;"""Сатурн Трэвел"" ООО, ""САРС"" ООО";18.09.2007;77-38;Республика Дагестан;5
1790;Воронежская обл;Воронеж - Старый Оскол;720;Стаханов С.В. ИП;18.09.2007;31-03;Белгородская обл;31
1791;Волгоградская обл;Волгоград - Элиста;538;Дронов В.А. ИП;18.09.2007;08-01;Республика Калмыкия;8
1792;Ставропольский край;Буденовск - Элиста;297;Хвостиков А.А. ИП;18.09.2007;26-77;Республика Калмыкия;8
1793;Ставропольский край;Зеленокумск - Сочи;296;"""Экспресс"" ООО, ""Маяк"" ООО";18.09.2007;26-76;Краснодарский край;23
1794;Тульская обл;Ефремов - Москва (Теплый Стан);500;"АТП ""Экспресс"" ООО";18.09.2007;71-50;Москва;77
1795;Республика Дагестан;Кизляр - Артезиан;664;"ИП ""Далганов Ю.М""";17.09.2007;05-41;Республика Калмыкия;8
1796;Нижегородская обл;Павлово - Н.Новгород - Москва (Щелковский АВ);917;"НПАП №6 - филиал ГП НО""Нижегородпассажиравтотранс""";18.09.2007;52-16;Москва;77
1797;Саратовская обл;Вольск - Балаково - Самара;773;"ГУП ""Балаковский ПАК""";18.09.2007;64-03;Самарская обл;63
1798;Саратовская обл;Балаково - Сызрань;753;"ГУП ""Балаковский ПАК""";18.09.2007;64-03;Самарская обл;63
1799;Республика Марий Эл;Йошкар-Ола - Чебоксары;666;Пермогорский С.Л. ИП;05.09.2007;12-22;Чувашская Республика;21
1800;Орловская обл;Железногорск - Комаричи;524;Пассажирская транспортная компания Дмитровское отделение ООО;29.08.2007;57-07-524;Брянская обл;32
1801;Орловская обл;Орел - Комаричи;550;Пассажирская транспортная компания Дмитровское отделение ООО;29.08.2007;57-07-550;Брянская обл;32
1802;Санкт-Петербург;Санкт-Петербург - Бокситогорск;877;"ООО МП ""АРС""";30.10.2007;78-01;Ленинградская обл;47
1803;Чувашская Республика;Чебоксары - Йошкар-Ола;666;"""АвтоВАС""";20.09.2007;12-12;Республика Марий Эл;12
1804;Республика Марий Эл;Москва (Красногвардейская) - Йошкор-Ола;702;Кабиров И.Я. ИП;20.09.2007;12-24;Москва;77
1805;Рязанская обл;Касимов - Москва (Щелковский);950;Касимовское ПОАТ-3 ООО;20.09.2007;62-15;Москва;77
1806;Тамбовская обл;Моршанск - Москва (Щелковский АВ);552;"ИП ""Филаткин А.В.""";20.09.2007;68-06;Москва;77
1807;Орловская обл;Орел - Калуга;501;Музалевский Д.В. ИП;21.09.2007;57-08;Калужская обл;40
1808;Орловская обл;Орел - Тула;500;Ставцева В.Д. ИП;21.09.2007;57-02;Тульская обл;71
1809;Орловская обл;Орел - Тула;500;Иордатий А.А. ИП;21.09.2007;57-02;Тульская обл;71
1810;Иркутская обл;Иркутск - Аршан;521;"ИП ""Сороквашин А.К.""";24.09.2007;38-02;Республика Бурятия;3
1811;Чувашская Республика;Чебоксары - Москва (Гораэровокзал);531;Попутчик ООО;26.09.2007;21-38;Москва;77
1812;Чувашская Республика;Шемурша - Москва (Гораэровокзал);553;Попутчик ООО;26.09.2007;21-39;Москва;77
1813;Чувашская Республика;Алатырь - Москва (Гораэровокзал);551;Попутчик ООО;26.09.2007;21-40;Москва;77
1814;Чувашская Республика;Ибреси - Москва (Гораэровокзал);550;Попутчик ООО;26.09.2007;21-41;Москва;77
1815;Чувашская Республика;Чебоксары - Рязань;733;Кадеев В.Р;26.09.2007;21-42;Рязанская обл;62
1816;Чувашская Республика;Чебоксары - Ухта;704;Чувашавтотранс ГУП ЧР;26.09.2007;21-43;Республика Коми;11
1817;Чувашская Республика;Батырево - Буинск - Казань;595;Сулейманов М.М. ИП;26.09.2007;16-75;Республика Татарстан;16
1818;Белгородская обл;Старый Оскол - Курск;558;Старооскольское ПАТП ОАО;26.09.2007;31-06;Курская обл;46
1819;Белгородская обл;Старый Оскол - Сосновка;518;Старооскольское ПАТП ОАО;26.09.2007;31-07;Курская обл;46
1820;Белгородская обл;Старый Оскол Курск (ч/з Ястребовку);576;Старооскольское ПАТП ОАО;26.09.2007;31-08;Курская обл;46
1821;Белгородская обл;Старый Оскол - Средние Апочки;564;Старооскольское ПАТП ОАО;26.09.2007;31-09;Курская обл;46
1822;Белгородская обл;Старый Оскол - Липецк;628;Старооскольское ПАТП ОАО;26.09.2007;31-10;Липецкая обл;48
1823;Белгородская обл;Старый Оскол - Кшень;562;Старооскольское ПАТП ОАО;26.09.2007;31-11;Курская обл;46
1824;Белгородская обл;Старый Оскол - Касторное;561;Старооскольское ПАТП ОАО;26.09.2007;31-12;Курская обл;46
1825;Белгородская обл;Старый Оскол - Ястребовка;516;Старооскольское ПАТП ОАО;26.09.2007;31-13;Курская обл;46
1826;Белгородская обл;Старый Оскол - Н.Меловое;651;Старооскольское ПАТП ОАО;26.09.2007;31-14;Курская обл;46
1827;Белгородская обл;Старый Оскол - Н.Девицк;560;Старооскольское ПАТП ОАО;26.09.2007;31-15;Воронежская обл;36
1828;Белгородская обл;Старый Оскол - Воронеж;559;Старооскольское ПАТП ОАО;26.09.2007;31-03;Воронежская обл;36
1829;Белгородская обл;Старый Оскол - Острогожск;623;Старооскольское ПАТП ОАО;26.09.2007;31-16;Воронежская обл;36
1830;Белгородская обл;Алексеевка - Воронеж;637;"ЗАО ""Движение""";27.09.2007;31-06;Воронежская обл;36
1831;Белгородская обл;Алексеевка - Острогожск;539;"ЗАО ""Движение""";27.09.2007;31-06;Воронежская обл;36
1832;Белгородская обл;Ракитное - Суджа;665;"ОАО ""Ракитянское транспортное предприятие""";27.09.2007;31-07;Курская обл;46
1833;Республика Марий Эл;Мари - Казань (ч/з Турек);413;Кабиров И.Я. ИП;26.09.2007;12-25;Республика Татарстан;16
1834;Республика Марий Эл;Йошкар-Ола - Казань;500;Кабиров А.И. ИП;26.09.2007;12-01;Республика Татарстан;16
1835;Ярославская обл;Переславль - Сергиев Посад;119;Переславское ПАТП ООО;01.10.2007;50-11;Московская обл;50
1836;Алтайский край;Барнаул - Артыбаш;911;Еньшин А.П. ИП;01.10.2007;22-19;Республика Алтай;4
1837;Алтайский край;Барнаул - Артыбаш;911;Макс ООО, Лагутин А.А. ИП;01.10.2007;22-19;Республика Алтай;4
1838;Алтайский край;р.п. Павловск - Новосибирск;862;"ООО ""Транзит""";28.09.2007;22-38;Новосибирская обл;54
1839;Владимирская обл;Муром - Нижний Новгород;504;"ООО ""Круиз - АВТО""";01.10.2007;52-14;Нижегородская обл;52
1840;Владимирская обл;Муром - Нижний Новгород;504;Муромское ПАТП 2 ООО,  Муромское ПАТП ОАО;01.10.2007;52-14;Нижегородская обл;52
1841;Саратовская обл;Саратов - Палласовка;884;"ПБОЮЛ ""Гардеев В.П.""";01.10.2007;64-02;Волгоградская обл;34
1842;Саратовская обл;Саратов - Беково;779;"ОАО ""Пассажирское автотранспортное общество №1""";01.10.2007;64-02;Пензенская обл;58
1843;Саратовская обл;Саратов - Пенза;630;"ИП ""Бессонов В.С.""";01.10.2007;64-02;Пензенская обл;58
1844;Саратовская обл;Саратов - Рудня;865;"ОАО ""ЦДС""";01.10.2007;64-02;Волгоградская обл;34
1845;Саратовская обл;Саратов - Урюпинск;651;"ГУП ""Межгородтранс""";01.10.2007;64-02;Волгоградская обл;34
1846;Саратовская обл;Энгельс - Старая Полтавка;707;"ГУП ""ЭАТП-2"", ГУП ""ЭАТП-1""";01.10.2007;64-02;Волгоградская обл;34
1847;Саратовская обл;Энгельс - Иловатка;705;"ГУП ""ЭАТП-1""";01.10.2007;64-02;Волгоградская обл;34
1848;Саратовская обл;Саратов - Сердобск;776;"ОАО ""Пассажирское автотранспортное общество №1""";01.10.2007;64-02;Пензенская обл;58
1849;Саратовская обл;Саратов - Белгород;661;"ЧП ""Гусейнов А.С.""";01.10.2007;64-02;Белгородская обл;31
1850;Саратовская обл;Саратов - Самара;720;"ИП ""Сучкова Н.А."", ОАО ""Пассажирское автотранспортное общество""";01.10.2007;64-02;Самарская обл;63
1851;Саратовская обл;Саратов - Саранск;766;"ГУП ""Межгородтранс""";01.10.2007;64-02;Республика Мордовия;13
1852;Саратовская обл;Балаково - Самара;722;"ИП ""Семенова В.А.""";01.10.2007;64-02;Самарская обл;63
1853;Саратовская обл;Саратов - Кузнецк;566;"ОАО ""Пассажиравтотранс №1""";01.10.2007;64-02;Пензенская обл;58
1854;Саратовская обл;Саратов - Волгоград;524;"ГУП ""Межгородтранс""";01.10.2007;64-02;Волгоградская обл;34
1855;Саратовская обл;Саратов - Воронеж;660;"ОАО ""Пассажиртранс-1""";01.10.2007;64-02;Воронежская обл;36
1856;Саратовская обл;Горный - Самара;719;"ИП ""Мишин А.Н.""";01.10.2007;64-02;Самарская обл;63
1857;Саратовская обл;Петровск - Малая Сердоба;876;"ОАО ""Петровское АТП""";01.10.2007;64-02;Пензенская обл;58
1858;Белгородская обл;Губкин - Воронеж;549;"ООО ""Катань"" ";01.10.2007;36-10;Воронежская обл;36
1859;Белгородская обл;Губкин - Курск;530;"ООО ""Катань"" ";01.10.2007;31-17;Курская обл;46
1860;Белгородская обл;Красная Яруга - Курск;601;"ИП ""Букавцов В.А.""";04.10.2007;31-09;Курская обл;46
1861;Белгородская обл;Ровеньки - Воронеж;652;"ОАО ""Ровеньская а/к 1468""";01.10.2007;31-08;Воронежская обл;36
1862;Белгородская обл;Ровеньки - Россошь;605;"ОАО ""Ровеньская а/к 1468""";01.10.2007;31-08;Воронежская обл;36
1863;Краснодарский край;Анапа - Кисловодск;714;ИП Байдиков Н.В.;01.10.2007;26-71;Ставропольский край;26
1864;Ульяновская обл;Ульяновск - Чебоксары;585;"ИП ""Киселева О.В.""";02.10.2007;73-63;Чувашская Республика;21
1865;Воронежская обл;Воронеж - Ростов-на-Дону;639;"ООО ""Пассажиртранссервис""";03.10.2007;61-18;Ростовская обл;61
1866;Воронежская обл;Павловск - Ростов-на-Дону;638;"ООО ""Пассажиртранссервис""";03.10.2007;36-20;Ростовская обл;61
1867;Воронежская обл;Воронеж - Волгоград ;665;"ООО ""Пассажиртранссервис""";03.10.2007;34-19;Волгоградская обл;34
1868;Воронежская обл;Воронеж - Курск (ч/з Старый Оскол);730;"ООО ""Пассажиртранссервис""";03.10.2007;46-04;Курская обл;46
1869;Ростовская обл;Ростов-на-Дону - Приморско-Ахтарск;277;Зерноградское ОАО Пассажирские перевозки;03.10.2007;23-11;Краснодарский край;23
1870;Ростовская обл;Ростов-на-Дону - Краснодар;336;Зерноградское ОАО Пассажирские перевозки;03.10.2007;61-46;Краснодарский край;23
1871;Ростовская обл;Зерноград - Павловск;640;Зерноградское ОАО Пассажирские перевозки;03.10.2007;61-47;Воронежская обл;36
1872;Ростовская обл;Зерноград - Ейск;903;Зерноградское ОАО Пассажирские перевозки;03.10.2007;23-10;Краснодарский край;23
1873;Белгородская обл;Валуйки - Воронеж;574;"ООО ""Валуйская автоколонна""";03.10.2007;31-18;Воронежская обл;36
1874;Белгородская обл;Белгород - Волгоград;738;"ИП ""Дубенский А.В."", ИП ""Бондарь Н.И.""";03.10.2007;31-19;Волгоградская обл;34
1875;Волгоградская обл;Волжский - Белореченск;532;"МУП ""Волжская автоколонна № 1732""";12.10.2007;34-31;Краснодарский край;23
1876;Новгородская обл;Новгород - Вышний Волочек;929К;Фабус+ ООО ;10.10.2007;53-13;Тверская обл;69
1877;Новгородская обл;Новгород - Вышний Волочек;929К; Фабус ООО;10.10.2007;53-13;Тверская обл;69
1878;Новгородская обл;Новгород - Выползово;931;Фабус+ ООО ;10.10.2007;53-14;Тверская обл;69
1879;Новгородская обл;Новгород - Выползово;931; Фабус ООО;10.10.2007;53-14;Тверская обл;69
1880;Новгородская обл;Пестово - Череповец;509;Пестовское АТП ОАО;10.10.2007;53-15;Вологодская обл;35
1881;Новгородская обл;Пестово - Устюжна;501;Пестовское АТП ОАО;10.10.2007;53-16;Вологодская обл;35
1882;Новгородская обл;Пестово - Тверь;970;Пестовское АТП ОАО;10.10.2007;53-17;Тверская обл;69
1883;Карачаево-Черкесская Республика;Преградная - Майкоп;605;Урупавтотранс ОАО;12.10.2007;09-09;Республика Адыгея;1
1884;Карачаево-Черкесская Республика;Преградная - Ставрополь;603;Урупавтотранс ОАО;12.10.2007;09-10;Ставропольский край;26
1885;Карачаево-Черкесская Республика;Преградная - Пятигорск;604;Урупавтотранс ОАО;12.10.2007;09-11;Ставропольский край;26
1886;Ставропольский край;Ставрополь - Ростов;444;Предприятие 1564 ОАО, Интеграл-Плюс ООО;12.10.2007;26-79;Ростовская обл;61
1887;Ставропольский край;Ставрополь - Новочеркасск;445;Предприятие 1564 ОАО, Интеграл-Плюс ООО;12.10.2007;26-80;Ростовская обл;61
1888;Ярославская обл;Ярославль -Владимир;528;"ИП ""Моисеенко А.В.""";30.10.2007;76-07-02;Владимирская обл;33
1889;Псковская обл;Псков - Новгород;508;Псковпассажиравтотранс ГППО;16.10.2007;60-04;Новгородская обл;53
1890;Псковская обл;Псков - Санкт-Петербург;972;Псковпассажиравтотранс ГППО;16.10.2007;60-05;Санкт-Петербург;78
1891;Псковская обл;Пушкинские Горы - Санкт-Петербург;973;Псковпассажиравтотранс ГППО;16.10.2007;60-06;Санкт-Петербург;78
1892;Псковская обл;Псков - Санкт-Петербург;944;Псковпассажиравтотранс ГППО;16.10.2007;60-07;Санкт-Петербург;78
1893;Свердловская обл ;Екатеринбург - Огневское;583;Штейников В.М. ИП;16.10.2007;66-23;Челябинская обл;74
1894;Владимирская обл;Гусь-Хрустальный - Москва (Щелковский АВ);903;Владимирское ПАТП-2 ООО;17.10.2007;33-20-02;Москва;77
1895;Кемеровская обл;Кемерово-Новоссибирск-Завьялово;728;"ОАО ""Кемеровское ПАТП № 1""";12.10.2007;42-36;Алтайский край;22
1896;Орловская обл;Орел-Курск;604;ИП Акуленко И.В. ;27.08.2007;57-06;Курская обл;46
1897;Тульская обл;Белев-Москва;568;"ООО ""АвтоТранс-М""";18.09.2007;71-50;Москва;77
1898;Белгородская обл;Белгород - Липецк;509;"ООО ""Предприятие пассажирских перевозок""";18.10.2007;31-20;Липецкая обл;48
1899;Ульяновская обл;Ульяновск - Краснодар;770;"ООО ""Авиаль""";18.10.2007;73-63;Краснодарский край;23
1900;Костромская обл;Кострома - Ярославль;960;"ООО ""Костромское ПАТП-3 АВТО-2""";25.10.2007;44-07;Ярославская обл;76
1901;Смоленская обл;Гагарин - Москва (Гораэровокзал);916;"ИП ""Мельников Ю.А.""";25.10.2007;67-27;Москва;77
1902;Смоленская обл;Вязьма - Москва (Гораэровокзал);917;"ИП ""Мельников Ю.А.""";25.10.2007;67-28;Москва;77
1903;Рязанская обл;Сапожок - Москва (Щелковский АВ);227;"ОАО ""Сапожковское автотранспортное предприятие""";25.10.2007;62-16;Москва;77
1904;Рязанская обл;Сараи - Москва (Щелковский АВ);985;"ОАО ""Сапожковское автотранспортное предприятие""";25.10.2007;62-17;Москва;77
1905;Москва;Москва (Щелковский АВ) - Вичуга;922;"ИП ""Александров Е.В.""";25.10.2007;77-41;Ивановская обл;37
1906;Москва;Москва (Щелковский АВ) - Иваново;;"ИП ""Александров Е.В.""";25.10.2007;77-42;Ивановская обл;37
1907;Тульская обл;Новомосковск - Москва (АС Домодедовская);270;"ООО ""ПИК""";25.10.2007;71-51;Москва;77
1908;Ярославская обл;Переславль - Москва (Щелковский АВ);532;"ООО ""Переславское ПАТП""";30.10.2007;76-16;Москва;77
1909;Калужская обл;Киров - Брянск;500;"ИП ""Зайцев Г.И.""";30.10.2007;40-25;Брянская обл;32
1910;Республика Коми;Ухта - Чебоксары;704;"ООО ""Ухтинскик пассажирские линии""";30.10.2007;11-01;Чувашская Республика;21
1911;Тамбовская обл;Моршанск - Москва (Щелковский АВ);553;Филаткин А.В. ИП;30.10.2007;68-07;Москва;77
1912;Белгородская обл;Белгород - Курск;505;"ООО ""Белградъ""";30.10.2007;31-21;Курская обл;46
1913;Белгородская обл;Белгород - Воронеж;557;"ООО ""Белградъ""";30.10.2007;31-22;Воронежская обл;36
1914;Белгородская обл;Белгород - Россошь;531;"ООО ""Белградъ""";30.10.2007;31-23;Воронежская обл;36
1915;Белгородская обл;Белгород - Саратов;661;"ООО ""Белградъ""";30.10.2007;31-24;Саратовская обл;64
1916;Ставропольский край;Ставрополь - Волгоград;453;"ОАО ""Предприятие 1564"", ООО ""Юг транс""";01.11.2007;26-81;Вологодская обл;34
1917;Ставропольский край;Ставрополь - Дербент;900;Предприятие 1564 ОАО, Интеграл-Плюс ООО;01.11.2007;26-82;Республика Дагестан;5
1918;Ставропольский край;Ставрополь - Махачкала;901;Предприятие 1564 ОАО, Интеграл-Плюс ООО;01.11.2007;26-83;Республика Дагестан;5
1919;Ставропольский край;Ставрополь - Волгодонск;800;Предприятие 1564 ОАО, Интеграл-Плюс ООО;01.11.2007;26-84;Ростовская обл;61
1920;Ставропольский край;Буденовск - Моздок;801;"ПБОЮЛ ""Лабазанов З.Р.""";01.11.2007;26-85;Республика Северная Осетия-Алания;15
1921;Ставропольский край;Зеленокумск - Хасавюрт;802;"ООО ""Экспресс""";01.11.2007;26-86;Республика Дагестан;5
1922;Владимирская обл;Кольчугино - Москва;907;"ООО ""Кольчугинский автобус""";01.11.2007;33-21;Москва;77
1923;Ульяновская обл;Ульяновск - Анапа;702;"ООО ""Авиаль""";01.11.2007;73-64;Краснодарский край;23
1924;Алтайский край;с. Топольное - Горно-Алтайск;865;"ООО ""Автомобилист""";01.11.2007;22-39;Республика Алтай;4
1925;Иркутская обл;Слюдянка - Аршан;201;"""ТЭА-С"" и.п. Зинуров Г.Т.";31.10.2007;38-02;Республика Бурятия;3
1926;Иркутская обл;Слюдянка - Кырен;202;"""ТЭА-С"" и.п. Зинуров Г.Т.";31.10.2007;38-02;Республика Бурятия;3
1927;Иркутская обл;Слюдянка - Николова-пустынь;203;"""ТЭА-С"" и.п. Зинуров Г.Т.";31.10.2007;38-02;Республика Бурятия;3
1928;Иркутская обл;Слюдянка - Монды;204;"""ТЭА-С"" и.п. Зинуров Г.Т.";31.10.2007;38-02;Республика Бурятия;3
1929;Белгородская обл;Белгород - Тамбов;755;"ИП ""Свинцов В.Г.""";02.11.2007;31-25;Тамбовская обл;68
1930;Чувашская Республика;Алатырь - Казань;579;Алатырское АТП;;;Республика Татарстан;16
1931;Оренбургская обл;Бузулук - Тольятти;752;"ИП ""Фахрутдинов З.З.""";15.11.2007;56-05-02;Самарская обл;63
1932;Самарская обл;Самара - Альметьевск;585;"ООО ""Регион Транс""";08.11.2007;63-16-02;Республика Татарстан;16
1933;Самарская обл;Самара - Набережные Челны;663;"ООО ""Регион Транс""";08.11.2007;63-17-02;Республика Татарстан;16
1934;Новгородская обл;Парфино - Санкт-Петербург;941;"ООО ""Старорусмежавто""";12.11.2007;53-18;Санкт-Петербург;78
1935;Новгородская обл;Волот - Санкт-Петербург;946;"ООО ""Старорусмежавто""";12.11.2007;53-19;Санкт-Петербург;78
1936;Новгородская обл;Демянск - Санкт-Петербург;951;"ООО ""Демянское АТП""";12.11.2007;53-20;Санкт-Петербург;78
